pilot_id,offer_id,ozon_product_id,ozon_seller_sku,gtin,national_catalog_card_id,national_catalog_status,product_type,fabric,color,size_int,size_ru,composition,tnved,regulation,production_mode,fulfillment_marking_mode,permit_status,ozon_mandatory_mark_observation,verification_status,checked_at
pilot-tshirt-white-s,D15-TSH-PRT-WHT-S,3097415577,3134088371,04628837736075,1056097470,published,ФУТБОЛКА,Обычная,БЕЛЫЙ,S,46,100% хлопок,6109100000,"ТР ТС 017/2011 ""О безопасности продукции легкой промышленности""",own_production,jit_after_order,missing_non_blocking,not_required_in_current_46_posting_sample,stage_0_verified,2026-07-26
